Application_ID,Gender,Age,Education,Marital_Status,Employment_Type,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Debt,Approval_Status,Application_Date
APP114372,female,,Not Graduate,Single,Self-Employed,185606,323005,24.0,477.0,973409.0,Approved,2024-05-23
APP114373,female,58.0,Not Graduate,Married,SALARIED,115729,1345890,24.0,409.0,148768.0,Rejected,2024-01-30
APP114374,Female,78.0,GRADUATE,MARRIED,SALARIED,59810,829397,12.0,342.0,240012.0,Rejected,2018-05-06
APP114375,Female,50.0,graduate,SINGLE,SALARIED,130233,2387860,12.0,447.0,253004.0,Rejected,2024-05-26
APP114376,Male,150.0,graduate,married,SELF EMPLOYED,140272,,,813.0,473724.0,Rejected,2023-04-01
APP114377,female,46.0,Graduate,Single,Salaried,93629,1826926,12.0,465.0,765016.0,,2022-06-18
APP114378,Female,72.0,GRADUATE,Married,Salaried,32978,"1,054,137",72.0,765.0,427731.0,Approved,2021-02-15
APP114379,FEMALE,49.0,GRADUATE,married,SELF EMPLOYED,135680,724934,12.0,762.0,216136.0,Rejected,2018-10-10
APP114380,Female,28.0,Not Graduate,Married,,168892,2720084,12.0,865.0,585061.0,Rejected,2024-06-21
APP114381,female,69.0,graduate,married,SALARIED,62558,1028971,48.0,595.0,340498.0,Approved,2021-05-08
APP114382,MALE,53.0,not graduate,married,Self-Employed,64461,1731989,48.0,343.0,645163.0,Rejected,2018-02-02
APP114383,female,48.0,GRADUATE,Single,SELF EMPLOYED,152925,2431712,60.0,338.0,926334.0,Rejected,2021-05-27
APP114384,FEMALE,31.0,GRADUATE,Single,SALARIED,60062,1402054,36.0,551.0,232151.0,Approved,2022-05-18
APP114385,Male,80.0,Not Graduate,married,SALARIED,129650,1817698,60.0,449.0,120213.0,Rejected,2022-02-09
APP114386,FEMALE,69.0,not graduate,Single,Salaried,74207,1388500,36.0,474.0,82648.0,Rejected,2021-01-20
APP114387,MALE,71.0,not graduate,SINGLE,SELF EMPLOYED,154163,1893017,72.0,866.0,686898.0,Approved,2018-10-23
APP114388,MALE,67.0,not graduate,married,Self-Employed,78672,2820561,60.0,681.0,168060.0,Rejected,2024-08-30
APP114389,Female,71.0,not graduate,Single,SELF EMPLOYED,150299,2971866,24.0,797.0,354103.0,Rejected,2020-07-07
APP114390,Female,150.0,graduate,Married,Self-Employed,58785,195667,24.0,541.0,668226.0,Approved,2022-01-27
APP114391,female,52.0,Graduate,Married,SALARIED,128125,2067787,48.0,452.0,589867.0,,2018-03-05
APP114392,male,47.0,not graduate,Married,Self-Employed,"26,108",1318310,24.0,741.0,269614.0,Approved,2024-10-16
APP114393,FEMALE,72.0,Graduate,MARRIED,SALARIED,18.1k,2836118,72.0,447.0,388926.0,Rejected,2018-12-26
APP114394,female,18.0,Graduate,Married,Self-Employed,,166942,48.0,809.0,461919.0,Approved,2023-06-02
APP114395,male,32.0,Not Graduate,Married,Salaried,22684,2581606,24.0,,866566.0,Rejected,2021-09-16
APP114396,female,42.0,not graduate,SINGLE,SELF EMPLOYED,76616,927002,12.0,675.0,208039.0,Rejected,2018-12-22
APP114397,MALE,37.0,graduate,SINGLE,Salaried,69854,2055670,60.0,454.0,474329.0,Rejected,2019-12-09
APP114398,Female,88.0,Not Graduate,MARRIED,self-employed,54138,83921,24.0,730.0,101254.0,Rejected,2024-09-21
APP114399,Female,33.0,Not Graduate,SINGLE,SELF EMPLOYED,41608,478681,36.0,795.0,205454.0,Approved,2018-01-03
APP114400,female,69.0,Graduate,Single,SELF EMPLOYED,129974,2046719,60.0,567.0,,Rejected,
APP114401,Female,82.0,GRADUATE,Married,Self-Employed,101.6k,2039892,60.0,,623145.0,Rejected,2024-06-28
APP114402,Male,87.0,graduate,,SALARIED,"21,669",1402731,72.0,606.0,109191.0,Approved,2020-01-02
APP114403,female,18.0,not graduate,MARRIED,Self-Employed,160992,2016215,60.0,725.0,493966.0,Approved,2020-11-10
APP114404,,33.0,not graduate,Single,SELF EMPLOYED,103.2k,"1,656,352",12.0,,760363.0,Rejected,2020-12-13
APP114405,female,44.0,graduate,Single,Salaried,157724,,60.0,392.0,260751.0,Rejected,2022-03-11
APP114406,female,35.0,not graduate,Single,SALARIED,186996,2816119,48.0,438.0,542917.0,Rejected,2024-09-19
APP114407,Female,61.0,GRADUATE,SINGLE,Self-Employed,"12,987",1207756,12.0,366.0,,Approved,2018-07-30
APP114408,MALE,67.0,,Married,Salaried,165389,2627765,48.0,883.0,687976.0,Rejected,2021-06-01
APP114409,female,-5.0,not graduate,Single,Self-Employed,90190,1864792,72.0,852.0,158032.0,Approved,2020-07-17
APP114410,Female,31.0,Not Graduate,married,SELF EMPLOYED,67890,772163,72.0,674.0,973290.0,Approved,2024-02-22
APP114411,FEMALE,69.0,not graduate,Married,,151311,1516547,36.0,734.0,329233.0,Rejected,2018-05-10
APP114412,MALE,67.0,not graduate,Married,Salaried,90912,2758746,24.0,745.0,915810.0,Approved,2018-02-22
APP114413,male,34.0,,married,Salaried,60315,2404965,12.0,709.0,93952.0,Approved,2021-07-05
APP114414,Male,20.0,GRADUATE,,Salaried,"57,130",,36.0,730.0,889108.0,Rejected,2021-12-11
APP114415,male,79.0,Not Graduate,MARRIED,Self-Employed,70926,492394,72.0,490.0,464041.0,Approved,2023-10-29
APP114416,MALE,38.0,graduate,Married,SELF EMPLOYED,174668,1865005,48.0,446.0,626075.0,Rejected,2021-05-12
APP114417,female,50.0,graduate,SINGLE,self-employed,107026,267852,60.0,399.0,851596.0,Rejected,2022-05-03
APP114418,Female,,Not Graduate,MARRIED,self-employed,36938,426085,12.0,409.0,299926.0,Approved,2018-01-25
APP114419,MALE,87.0,Not Graduate,MARRIED,self-employed,104396,2927209,24.0,752.0,62879.0,Rejected,2022-09-21
APP114420,Male,73.0,graduate,Single,SALARIED,23034,709653,60.0,379.0,169010.0,Rejected,2018-09-06
APP114421,MALE,21.0,not graduate,Single,SELF EMPLOYED,101877,1263792,24.0,734.0,942875.0,Approved,2021-03-25
APP114422,Female,39.0,Not Graduate,MARRIED,SELF EMPLOYED,30873,194201,72.0,721.0,434075.0,Rejected,2020-08-15
APP114423,male,75.0,Graduate,SINGLE,SALARIED,119290,"2,663,348",72.0,793.0,605612.0,Rejected,2021-11-30
APP114424,FEMALE,61.0,Not Graduate,Single,self-employed,76457,1018974,24.0,532.0,277878.0,Rejected,2023-12-04
,male,74.0,graduate,SINGLE,self-employed,36.0k,2216870,48.0,358.0,86621.0,Rejected,
APP114426,Female,57.0,Graduate,Married,SALARIED,10544,1418139,60.0,370.0,172751.0,Approved,2018-12-11
APP114427,Female,73.0,graduate,SINGLE,Salaried,"175,052",2060321,48.0,573.0,882497.0,Approved,2023-12-05
APP114428,Male,80.0,GRADUATE,,SELF EMPLOYED,165.8k,1297344,12.0,346.0,499600.0,Approved,2024-12-11
APP114429,MALE,56.0,GRADUATE,married,self-employed,196046,886367,12.0,623.0,311954.0,Approved,2019-11-12
APP114430,MALE,24.0,not graduate,SINGLE,self-employed,20011,1327743,36.0,697.0,190706.0,Approved,2024-07-23
APP114431,male,31.0,Not Graduate,MARRIED,SALARIED,56778,2111822,48.0,692.0,515072.0,Approved,2024-05-04
APP114432,FEMALE,35.0,graduate,SINGLE,Self-Employed,180800,309080,72.0,326.0,745754.0,Rejected,2023-09-06
APP114433,FEMALE,72.0,Graduate,,SELF EMPLOYED,58303,1753251,48.0,707.0,402015.0,Rejected,2021-11-30
APP114434,Male,73.0,Not Graduate,SINGLE,SELF EMPLOYED,53435,836329,60.0,431.0,331584.0,Rejected,2023-09-12
APP114435,Female,74.0,not graduate,MARRIED,SELF EMPLOYED,12267,1967468,12.0,390.0,633867.0,Rejected,2023-12-29
APP114436,,75.0,graduate,SINGLE,Salaried,51065,913580,36.0,675.0,478693.0,Approved,2022-01-02
APP114437,MALE,42.0,graduate,married,Self-Employed,,825632,12.0,383.0,933389.0,Rejected,2021-09-07
APP114438,female,87.0,GRADUATE,MARRIED,SELF EMPLOYED,94485,2694523,72.0,884.0,329093.0,Rejected,2022-01-13
APP114439,female,20.0,not graduate,married,Salaried,179201,247599,48.0,512.0,321373.0,Rejected,2024-10-08
,female,38.0,,married,Salaried,26.0k,1162996,36.0,513.0,977940.0,Rejected,2021-03-24
APP114441,Female,49.0,GRADUATE,married,Salaried,49152,1879195,24.0,352.0,683962.0,Approved,2020-10-13
APP114442,Male,19.0,GRADUATE,MARRIED,SELF EMPLOYED,97727,2583130,72.0,626.0,666311.0,Approved,2019-09-20
APP114443,male,37.0,Graduate,Single,SELF EMPLOYED,149945,2847211,,366.0,905051.0,Approved,2019-11-20
APP114444,MALE,35.0,not graduate,MARRIED,SALARIED,111855,1420324,48.0,551.0,735706.0,Rejected,2019-01-09
APP114445,female,71.0,not graduate,SINGLE,SALARIED,186830,,48.0,831.0,259663.0,Approved,2019-01-28
APP114446,FEMALE,53.0,graduate,married,Self-Employed,89868,2333427,36.0,524.0,660082.0,Approved,2024-05-28
APP114447,,78.0,Graduate,SINGLE,SALARIED,31613,2353614,48.0,679.0,378791.0,Approved,2021-09-15
APP114448,MALE,77.0,Not Graduate,married,SELF EMPLOYED,160535,960063,36.0,614.0,712200.0,Rejected,2018-03-27
APP114449,MALE,53.0,graduate,married,SALARIED,111782,2801568,36.0,581.0,975289.0,Rejected,
APP114450,FEMALE,61.0,GRADUATE,SINGLE,Self-Employed,116061,2715524,60.0,498.0,181040.0,Approved,2023-09-21
APP114451,FEMALE,,Not Graduate,Married,,189.4k,2994784,12.0,762.0,,Approved,2021-07-08
APP114452,FEMALE,83.0,Not Graduate,married,self-employed,183101,716578,36.0,549.0,627169.0,Approved,2019-10-12
APP114453,female,61.0,graduate,Married,self-employed,134050,2280340,48.0,614.0,380507.0,Rejected,2021-02-25
APP114454,female,46.0,Graduate,MARRIED,self-employed,59214,751709,24.0,571.0,950238.0,Approved,2020-10-29
APP114455,Male,65.0,not graduate,married,Self-Employed,143841,"2,108,125",60.0,436.0,736056.0,Rejected,2018-09-18
APP114456,FEMALE,53.0,,married,Self-Employed,133665,1354432,72.0,733.0,848986.0,Approved,2019-02-09
APP114457,male,25.0,graduate,MARRIED,SELF EMPLOYED,54161,,36.0,801.0,847822.0,Rejected,2020-02-02
APP114458,MALE,22.0,,SINGLE,self-employed,171938,1660674,12.0,778.0,135352.0,Rejected,2020-03-10
APP114459,FEMALE,64.0,Not Graduate,SINGLE,Salaried,152150,2908519,60.0,791.0,823278.0,Rejected,2018-12-31
,MALE,60.0,,Married,SALARIED,67254,2671214,36.0,804.0,240593.0,Approved,2024-08-24
APP114461,Female,27.0,Graduate,MARRIED,self-employed,194783,1844300,24.0,688.0,395118.0,Approved,2019-12-08
APP114462,Female,27.0,not graduate,married,self-employed,19057,,60.0,580.0,518715.0,Approved,2021-02-18
APP114463,FEMALE,23.0,Graduate,Married,,190226,1368618,12.0,786.0,331156.0,Rejected,2021-02-25
APP114464,MALE,33.0,not graduate,SINGLE,self-employed,17564,2760735,24.0,649.0,294306.0,Approved,2020-02-17
APP114465,Female,77.0,GRADUATE,married,SELF EMPLOYED,109745,2494947,48.0,468.0,525543.0,Rejected,2024-12-04
APP114466,FEMALE,43.0,graduate,SINGLE,SALARIED,178507,1341982 rs,24.0,706.0,571660.0,Approved,2018-11-03
APP114467,MALE,38.0,graduate,Married,self-employed,88917,323294 rs,48.0,354.0,576335.0,Approved,2024-07-13
APP114468,FEMALE,75.0,not graduate,SINGLE,SELF EMPLOYED,67050,137354,12.0,366.0,,Rejected,2024-10-16
APP114469,female,58.0,not graduate,SINGLE,self-employed,70670,2903000,72.0,809.0,733467.0,Rejected,2022-03-01
APP114470,MALE,47.0,graduate,MARRIED,Salaried,198036,"419,691",36.0,820.0,862757.0,Approved,2019-04-21
APP114471,Female,22.0,Not Graduate,Married,SELF EMPLOYED,109545,1803318,72.0,,150090.0,Rejected,2018-10-24
APP114472,FEMALE,27.0,Not Graduate,married,Salaried,"91,324",2018561,24.0,881.0,445868.0,Approved,2024-07-10
APP114473,Female,28.0,Not Graduate,SINGLE,self-employed,193442,712571,12.0,563.0,,Approved,
APP114474,FEMALE,80.0,GRADUATE,SINGLE,SALARIED,101.4k,2855830,24.0,727.0,493839.0,Approved,2018-10-06
APP114475,Male,24.0,not graduate,Single,,76935,1811430,36.0,712.0,332255.0,Rejected,2020-07-12
APP114476,Female,76.0,Graduate,Married,Salaried,196387,1282527,60.0,675.0,605332.0,Rejected,2022-01-11
APP114477,Female,29.0,Graduate,Married,Salaried,121010,1090439,24.0,564.0,44206.0,Approved,2020-07-19
APP114478,male,81.0,not graduate,married,SALARIED,112067,1509221,72.0,405.0,154771.0,Rejected,2018-05-18
APP114479,female,58.0,graduate,MARRIED,SELF EMPLOYED,80856,1602587,36.0,789.0,688780.0,Approved,2022-04-17
APP114480,Female,77.0,not graduate,married,Self-Employed,14834,934594,72.0,633.0,637544.0,,2020-04-21
APP114481,MALE,89.0,Not Graduate,Married,Salaried,"51,323",2304169,72.0,471.0,147905.0,Approved,2020-09-17
APP114482,FEMALE,45.0,Not Graduate,SINGLE,SELF EMPLOYED,,1687104,36.0,817.0,942844.0,Approved,2023-03-23
APP114483,Male,80.0,Graduate,MARRIED,Self-Employed,101209,2796615,72.0,375.0,933573.0,Rejected,2021-02-10
APP114484,MALE,20.0,not graduate,MARRIED,SELF EMPLOYED,,1355978,60.0,718.0,568525.0,Approved,2022-03-04
APP114485,MALE,49.0,Graduate,Married,self-employed,197483,2136458,24.0,454.0,12254.0,Rejected,2022-10-07
APP114486,MALE,38.0,graduate,Married,Salaried,21489,2386040,24.0,568.0,30112.0,Approved,2024-12-03
APP114487,MALE,72.0,GRADUATE,married,Self-Employed,150622,1414006,72.0,397.0,196140.0,Rejected,2018-05-03
APP114488,Male,35.0,GRADUATE,Single,SALARIED,38.4k,2503171,72.0,743.0,523618.0,,2022-01-26
APP114489,male,70.0,graduate,Married,SALARIED,29373,1858632,36.0,775.0,396465.0,Approved,2024-05-29
APP114490,female,,Not Graduate,Married,self-employed,81112,2985824,24.0,764.0,76679.0,Approved,2020-10-18
APP114491,Female,67.0,Not Graduate,married,self-employed,51067,1088980,60.0,856.0,476042.0,Approved,2023-06-18
APP114492,MALE,25.0,Not Graduate,Married,Self-Employed,177362,342776,24.0,,456345.0,Rejected,2024-02-01
APP114493,Female,29.0,Graduate,married,Salaried,60420,1288599,72.0,,718614.0,Rejected,2022-07-23
APP114494,Female,68.0,Graduate,Married,Salaried,72442,2479818,24.0,823.0,587659.0,Approved,2020-03-21
APP114495,MALE,83.0,GRADUATE,SINGLE,SALARIED,,2760079,48.0,447.0,,Approved,2024-05-27
APP114496,male,58.0,,Married,self-employed,21.8k,1219704,36.0,498.0,876785.0,Rejected,2019-03-27
APP114497,Female,39.0,Not Graduate,Single,SALARIED,56048,394794,36.0,332.0,493837.0,Approved,2018-02-13
APP114498,FEMALE,26.0,graduate,MARRIED,Self-Employed,34899,2943112,48.0,863.0,992750.0,Approved,2021-12-21
APP114499,Female,28.0,GRADUATE,married,SALARIED,107567,430094,24.0,587.0,583024.0,Rejected,2023-05-10
APP114500,female,30.0,Graduate,Single,SALARIED,126965,452074,72.0,517.0,185636.0,Rejected,2022-10-16
APP114501,MALE,73.0,GRADUATE,married,self-employed,,1606509,24.0,655.0,165311.0,Rejected,2020-04-30
APP114502,Male,45.0,Not Graduate,Single,self-employed,190216,2981873,60.0,398.0,163435.0,Rejected,2018-06-23
APP114503,Female,81.0,Not Graduate,married,Salaried,68795,1187705,12.0,589.0,123802.0,Approved,2020-06-25
APP114504,male,81.0,Graduate,married,Salaried,143501,519899,12.0,329.0,168485.0,Approved,2021-05-19
APP114505,FEMALE,87.0,Graduate,MARRIED,Salaried,198860,1470572,36.0,707.0,398132.0,Rejected,2019-06-22
APP114506,FEMALE,72.0,GRADUATE,Married,SALARIED,53166,2412167,48.0,319.0,892263.0,Rejected,2019-11-05
,Male,54.0,not graduate,married,SALARIED,123680,2587517,60.0,461.0,868785.0,Rejected,2019-11-12
APP114508,female,50.0,Not Graduate,married,SELF EMPLOYED,198255,943640,24.0,432.0,17452.0,Rejected,2019-05-25
APP114509,Male,42.0,Not Graduate,MARRIED,Self-Employed,39825,699913,72.0,422.0,131649.0,,2022-10-11
APP114510,female,40.0,not graduate,married,SELF EMPLOYED,60906,2651357,48.0,311.0,333412.0,Rejected,2018-10-11
APP114511,Female,77.0,GRADUATE,,Self-Employed,87587,,,398.0,784265.0,Approved,2024-06-13
APP114512,MALE,73.0,graduate,,self-employed,175819,"2,252,349",24.0,888.0,390658.0,Approved,2018-02-22
APP114513,,80.0,graduate,SINGLE,SALARIED,55910,2388549,24.0,623.0,622545.0,Rejected,2018-01-05
APP114514,,25.0,Not Graduate,SINGLE,SELF EMPLOYED,110234,2807304,,869.0,3123.0,Approved,2020-01-19
APP114515,Male,34.0,graduate,MARRIED,SALARIED,51.3k,2252621,,840.0,78716.0,Rejected,2021-08-15
APP114516,male,74.0,GRADUATE,married,SELF EMPLOYED,150812,2674586,24.0,567.0,730356.0,Rejected,2018-10-13
APP114517,female,79.0,graduate,MARRIED,Salaried,57350,2658789,36.0,637.0,356463.0,Approved,2024-03-26
APP114518,MALE,28.0,Graduate,MARRIED,Self-Employed,56590,1323963,60.0,465.0,919732.0,,2020-08-05
APP114519,FEMALE,84.0,GRADUATE,Single,Salaried,20040,1541620,36.0,445.0,397078.0,Approved,2021-07-29
APP114520,FEMALE,57.0,not graduate,Married,SALARIED,51731,942548,48.0,479.0,566018.0,Approved,2020-11-13
APP114521,female,57.0,Not Graduate,Single,self-employed,166063,2738274,48.0,353.0,762958.0,Rejected,2020-03-07
APP114522,MALE,73.0,GRADUATE,Married,self-employed,28715,1777972,24.0,591.0,857616.0,Rejected,2018-05-16
APP114523,FEMALE,70.0,graduate,Single,Salaried,138069,248631,60.0,459.0,957644.0,Rejected,2018-03-11
APP114524,MALE,45.0,GRADUATE,married,SELF EMPLOYED,45667,2311971,72.0,381.0,93966.0,Rejected,2022-11-07
APP114525,FEMALE,59.0,not graduate,MARRIED,Salaried,168991,2025190,24.0,585.0,23585.0,Rejected,2020-05-01
APP114526,Female,63.0,GRADUATE,Single,self-employed,107458,1133040,36.0,452.0,819380.0,Approved,2024-11-18
APP114527,female,35.0,,Single,Salaried,26191,1581332,12.0,591.0,277633.0,,2022-01-09
APP114528,MALE,40.0,not graduate,married,Self-Employed,"81,675",2180787,36.0,378.0,759694.0,Approved,2021-10-05
APP114529,male,43.0,GRADUATE,MARRIED,Salaried,97303,2623141,72.0,779.0,803626.0,Approved,2022-08-01
APP114530,Female,46.0,Not Graduate,Married,SELF EMPLOYED,59641,547936,60.0,772.0,852591.0,Rejected,2022-04-09
APP114531,male,69.0,Not Graduate,Single,SALARIED,39434,453118,36.0,672.0,506631.0,Approved,2021-01-17
APP114532,female,63.0,graduate,Married,Salaried,140246,,24.0,815.0,166514.0,Rejected,2020-03-01
APP114533,FEMALE,18.0,GRADUATE,SINGLE,Self-Employed,95619,2379528,72.0,870.0,351308.0,Rejected,2019-01-28
APP114534,male,,GRADUATE,Single,SELF EMPLOYED,130125,1755541,12.0,725.0,261578.0,Approved,2022-01-09
APP114535,Female,33.0,Graduate,MARRIED,Self-Employed,174565,1521089,60.0,,662746.0,Approved,2023-08-11
APP114536,MALE,42.0,Not Graduate,SINGLE,SELF EMPLOYED,148232,885407,36.0,598.0,813923.0,Approved,2019-09-27
APP114537,Male,79.0,not graduate,SINGLE,self-employed,128673,,72.0,,840400.0,Rejected,2022-07-13
APP114538,male,33.0,Graduate,Single,self-employed,177197,1750805,60.0,461.0,991160.0,Approved,2021-01-09
APP114539,Male,86.0,GRADUATE,Single,SALARIED,57767,2381752,12.0,540.0,89605.0,Approved,2022-10-17
APP114540,female,87.0,Graduate,SINGLE,SALARIED,97012,665105 rs,24.0,641.0,265433.0,Approved,2024-07-11
APP114541,male,51.0,Not Graduate,Single,SELF EMPLOYED,22140,1404867,48.0,459.0,837204.0,Rejected,2018-05-19
APP114542,male,70.0,GRADUATE,MARRIED,Self-Employed,69010,1591110,,414.0,489949.0,Rejected,2018-07-27
APP114543,MALE,40.0,Not Graduate,MARRIED,,25764,2041486,24.0,342.0,900189.0,Approved,2022-11-21
APP114544,FEMALE,60.0,Graduate,SINGLE,Salaried,173058,2881364,12.0,498.0,613340.0,Rejected,2021-05-09
APP114545,Female,61.0,graduate,,self-employed,67959,1767977,48.0,699.0,40095.0,Approved,2021-03-04
APP114546,Female,49.0,not graduate,SINGLE,Salaried,183804,72357,48.0,510.0,316590.0,Approved,2021-10-16
APP114547,Female,40.0,not graduate,MARRIED,SALARIED,128357,2211545,60.0,874.0,798633.0,Approved,2023-02-06
APP114548,female,37.0,graduate,Single,,69.0k,1559207,24.0,525.0,503276.0,Rejected,2022-03-09
APP114549,FEMALE,36.0,,MARRIED,Self-Employed,28208,2636469,12.0,782.0,621278.0,Rejected,2019-12-29
APP114550,Male,89.0,graduate,Single,self-employed,161349,1931076,48.0,412.0,317451.0,Rejected,2021-04-17
APP114551,Female,46.0,Not Graduate,married,SALARIED,85535,170142,24.0,367.0,916311.0,Rejected,2021-08-06
APP114552,Male,35.0,GRADUATE,MARRIED,self-employed,,101084,48.0,533.0,317738.0,Rejected,2018-10-22
APP114553,FEMALE,86.0,graduate,Married,SALARIED,61203,1741999,72.0,349.0,977644.0,Rejected,2021-10-15
APP114554,female,29.0,Not Graduate,Single,Self-Employed,106595,147387,60.0,676.0,949995.0,Rejected,2021-10-06
APP114555,,27.0,Graduate,married,SELF EMPLOYED,113806,2948570 rs,36.0,887.0,258560.0,Rejected,2018-04-15
APP114556,MALE,54.0,Graduate,married,self-employed,97074,479555,72.0,793.0,141862.0,Approved,2019-04-12
APP114557,Female,72.0,graduate,married,SELF EMPLOYED,189261,1965633,24.0,538.0,167363.0,Rejected,2019-08-13
APP114558,female,21.0,Graduate,MARRIED,SALARIED,154260,541546,,551.0,529783.0,Approved,2019-12-22
APP114559,MALE,80.0,graduate,Married,self-employed,152002,1623353,12.0,,220463.0,Rejected,2022-02-05
APP114560,Female,29.0,Graduate,married,Self-Employed,104518,"1,964,018",72.0,422.0,223255.0,Approved,2018-06-21
APP114561,FEMALE,35.0,Graduate,SINGLE,self-employed,125520,814546,60.0,395.0,945849.0,Rejected,2023-10-16
APP114562,FEMALE,25.0,GRADUATE,Single,Self-Employed,119043,2271035,60.0,386.0,656200.0,Approved,2024-04-13
APP114563,male,,GRADUATE,Single,SALARIED,173177,212967,12.0,718.0,697276.0,Approved,2020-07-28
APP114564,male,66.0,Graduate,Married,SELF EMPLOYED,180908,423496,36.0,582.0,754683.0,Approved,2019-05-14
APP114565,FEMALE,80.0,GRADUATE,Married,Salaried,154.0k,2038647,,882.0,549955.0,Approved,2018-02-20
APP114566,FEMALE,76.0,graduate,MARRIED,Salaried,181381,1408667,60.0,802.0,460792.0,Approved,2020-04-19
APP114567,Male,84.0,not graduate,,self-employed,142189,2646260,24.0,541.0,621771.0,Rejected,2019-09-26
APP114568,Male,56.0,graduate,Single,SELF EMPLOYED,118357,516963,12.0,670.0,592396.0,Rejected,2019-08-21
APP114569,MALE,67.0,GRADUATE,married,Self-Employed,32519,1826385,60.0,659.0,345482.0,Approved,2022-05-14
APP114570,,88.0,Not Graduate,,Salaried,194842,2558999,12.0,566.0,82775.0,Rejected,2018-02-09
APP114571,male,43.0,Graduate,Single,SELF EMPLOYED,144091,2629579,36.0,561.0,626018.0,Approved,2020-01-22
APP114572,FEMALE,,GRADUATE,SINGLE,,188353,1650026,24.0,525.0,950248.0,Rejected,2024-07-04
APP114573,FEMALE,80.0,GRADUATE,SINGLE,,"131,578",2211193,60.0,782.0,180853.0,Approved,2022-02-10
APP114574,MALE,83.0,GRADUATE,married,Salaried,44405,1109542,72.0,849.0,490921.0,Rejected,2018-12-12
APP114575,female,56.0,graduate,Single,SALARIED,44929,2808923,48.0,350.0,172256.0,Rejected,2024-01-10
APP114576,female,83.0,Graduate,married,SELF EMPLOYED,150270,2872145,36.0,693.0,603250.0,Approved,2020-07-12
APP114577,female,63.0,not graduate,MARRIED,Salaried,189229,2063684,48.0,802.0,355757.0,Approved,2023-04-08
APP114578,male,32.0,GRADUATE,Single,Self-Employed,136134,395970,,702.0,222490.0,Rejected,2023-03-10
APP114579,Male,33.0,Not Graduate,SINGLE,self-employed,8263,1631516,12.0,880.0,327724.0,Rejected,2018-03-27
APP114580,female,89.0,Graduate,married,SELF EMPLOYED,25621,2339838 rs,12.0,361.0,232241.0,Rejected,2024-04-02
APP114581,Female,33.0,,Married,Self-Employed,141862,,12.0,684.0,31655.0,Rejected,2018-05-09
APP114582,MALE,56.0,Not Graduate,Married,self-employed,"12,059",1242256,48.0,603.0,261126.0,Approved,2021-03-19
APP114583,female,28.0,not graduate,MARRIED,Salaried,79461,"2,696,763",24.0,500.0,570716.0,Approved,2021-07-14
APP114584,Female,53.0,not graduate,Married,Self-Employed,162493,1429267,60.0,370.0,153481.0,Rejected,2020-12-15
APP114585,female,35.0,Graduate,MARRIED,Self-Employed,188001,2806815,24.0,487.0,365864.0,Approved,2023-10-07
APP114586,Male,40.0,graduate,MARRIED,self-employed,16645,1663298,48.0,363.0,789039.0,Approved,2020-11-28
APP114587,Male,66.0,Not Graduate,SINGLE,Self-Employed,22558,1133557,60.0,759.0,559076.0,Rejected,2021-10-29
APP114588,female,59.0,GRADUATE,SINGLE,Salaried,93498,2138558,72.0,,465474.0,Rejected,2023-10-08
APP114589,Female,61.0,not graduate,Single,Salaried,161870,2087419,72.0,382.0,983771.0,Approved,2024-02-24
APP114590,MALE,18.0,Not Graduate,married,SELF EMPLOYED,162812,368869,,380.0,308579.0,Rejected,2020-01-29
APP114591,Female,24.0,Graduate,Married,self-employed,122932,208593,60.0,318.0,712464.0,Approved,2018-06-07
APP114592,MALE,65.0,Not Graduate,married,SALARIED,170544,,36.0,800.0,231056.0,Approved,2018-04-09
APP114593,female,33.0,GRADUATE,married,Salaried,52739,69598,12.0,533.0,504352.0,Approved,2018-05-21
APP114594,MALE,65.0,GRADUATE,MARRIED,SALARIED,127940,1011937,24.0,811.0,539710.0,Approved,2023-05-02
APP114595,FEMALE,60.0,Graduate,Married,Self-Employed,186006,,48.0,770.0,714658.0,Rejected,2023-05-22
APP114596,male,68.0,Not Graduate,SINGLE,self-employed,103948,2143553,36.0,531.0,679667.0,Rejected,2023-02-03
APP114597,male,83.0,graduate,married,self-employed,99964,1779562,36.0,732.0,692967.0,Rejected,2019-08-21
APP114598,Male,48.0,graduate,MARRIED,Salaried,179628,735914,,865.0,926373.0,Approved,2019-05-05
APP114599,FEMALE,56.0,not graduate,SINGLE,Salaried,162394,2043242,60.0,723.0,328009.0,Approved,2024-06-16
APP114600,male,26.0,not graduate,MARRIED,self-employed,60830,1996441,36.0,405.0,431743.0,Rejected,2019-10-04
APP114601,female,58.0,Not Graduate,married,SALARIED,148306,620977,60.0,629.0,443717.0,,2024-01-22
APP114602,MALE,80.0,not graduate,married,self-employed,46045,1576367,48.0,380.0,931044.0,Rejected,2024-02-20
APP114603,MALE,31.0,GRADUATE,married,SELF EMPLOYED,56102,244955,72.0,307.0,744501.0,Rejected,
APP114604,Female,75.0,Graduate,Married,self-employed,195524,2771497,72.0,836.0,572682.0,Approved,2023-12-10
APP114605,Female,-5.0,not graduate,Married,SALARIED,132019,138730,24.0,758.0,121447.0,Approved,2021-08-21
APP114606,MALE,81.0,graduate,married,Self-Employed,141949,2688539,36.0,378.0,913405.0,Approved,2020-09-12
APP114607,female,45.0,GRADUATE,Married,SALARIED,128.8k,2030388,72.0,,674825.0,Rejected,2020-06-17
